"tree_id","latitude","longitude","tree_dbh","spc_common","health"
"283649","40.70948247","-74.01763046","7","Callery pear","Good"
"170309","40.70956236","-74.01762961","8","Callery pear","Good"
"282465","40.7066009","-74.01761748","5","honeylocust","Fair"
"170502","40.70831959","-74.01761364","12","Japanese zelkova","Good"
"170449","40.70860304","-74.01760245","12","Japanese zelkova","Good"
"170513","40.70788449","-74.01759812","9","honeylocust","Good"
"282654","40.70609177","-74.01759659","6","Callery pear","Good"
"282466","40.70667963","-74.01759591","5","willow oak","Good"
"283474","40.70928244","-74.01758161","9","littleleaf linden","Good"
"282648","40.70696743","-74.01757731","13","willow oak","Good"
"170318","40.70919747","-74.01757715","6","Callery pear","Good"
"170514","40.70792166","-74.01756797","8","honeylocust","Good"
"170534","40.70802858","-74.01756743","8","Japanese zelkova","Good"
"170516","40.70802024","-74.01756733","8","honeylocust","Good"
"282747","40.70515546","-74.01756554","12","honeylocust","Good"
"170515","40.70797133","-74.01755748","12","honeylocust","Good"
"283650","40.7094646","-74.01755315","9","Callery pear","Good"
"170177","40.71047799","-74.01755081","14","northern red oak","Good"
"282748","40.70510249","-74.01754922","10","honeylocust","Good"
"170448","40.70857995","-74.01754792","6","Japanese zelkova","Good"
"170182","40.710262","-74.01754612","8","northern red oak","Good"
"170536","40.70806233","-74.0175433","10","Japanese zelkova","Good"
"170308","40.70954195","-74.01753974","6","Callery pear","Good"
"170535","40.70803227","-74.01752578","9","honeylocust","Good"
"283473","40.70925818","-74.01750268","9","littleleaf linden","Good"
"170537","40.70806723","-74.01750079","11","honeylocust","Good"
"170319","40.70917293","-74.01749681","7","Callery pear","Good"
"282749","40.70508522","-74.01748225","11","honeylocust","Good"
"170539","40.70815058","-74.01748021","7","Japanese zelkova","Good"
"170162","40.71039082","-74.01747957","7","northern red oak","Good"
"170176","40.71045745","-74.0174793","13","northern red oak","Good"
"282649","40.70710095","-74.01747872","9","willow oak","Good"
"283651","40.70944689","-74.01747653","6","Callery pear","Fair"
"170538","40.70811787","-74.01746459","8","honeylocust","Good"
"170307","40.70952374","-74.01745956","6","Callery pear","Good"
"170541","40.70819205","-74.01745057","8","Japanese zelkova","Good"
"282781","40.70766127","-74.01744283","8","ginkgo","Good"
"170183","40.71023872","-74.01744007","8","northern red oak","Good"
"282653","40.70602497","-74.01743824","5","Callery pear","Good"
"170540","40.70815886","-74.01743529","7","honeylocust","Good"
"170320","40.70915249","-74.01742986","7","Callery pear","Good"
"283774","40.70859654","-74.01742481","5","Japanese zelkova","Good"
"283472","40.70923392","-74.01742375","6","littleleaf linden","Good"
"170543","40.70823642","-74.01741885","9","Japanese zelkova","Good"
"170542","40.70820274","-74.01740392","8","honeylocust","Good"
"283652","40.70942871","-74.01739784","7","Callery pear","Good"
"170161","40.71037156","-74.01739453","8","northern red oak","Good"
"282701","40.70750623","-74.01739181","10","ginkgo","Good"
"283773","40.70864812","-74.0173864","10","Japanese zelkova","Good"
"282782","40.70763437","-74.01738161","9","ginkgo","Fair"
"170184","40.71022427","-74.01737422","10","northern red oak","Good"
"282650","40.7072517","-74.01736741","7","willow oak","Good"
"170321","40.70912795","-74.01734953","7","Callery pear","Good"
"283471","40.70920925","-74.01734348","7","littleleaf linden","Good"
"283772","40.70870592","-74.01734337","9","Japanese zelkova","Good"
"283653","40.7094118","-74.01732467","8","Callery pear","Good"
"170306","40.7094914","-74.01731716","7","Callery pear","Good"
"282700","40.70747197","-74.01731368","9","ginkgo","Fair"
"170160","40.71035261","-74.01731086","9","northern red oak","Good"
"282894","40.70678598","-74.01730913","6","sawtooth oak","Good"
"282783","40.70759813","-74.01729915","10","ginkgo","Good"
"283771","40.70876562","-74.01729892","11","Japanese zelkova","Good"
"282651","40.70735771","-74.01728914","9","willow oak","Good"
"282524","40.70664353","-74.01728743","5","sawtooth oak","Good"
"170322","40.70910852","-74.01728593","5","Callery pear","Good"
"283021","40.70828061","-74.01728572","11","Japanese zelkova","Good"
"282887","40.70711399","-74.01726648","6","willow oak","Good"
"283470","40.7091854","-74.01726589","7","littleleaf linden","Good"
"283770","40.70881959","-74.01725873","13","Japanese zelkova","Good"
"283654","40.70939058","-74.01723287","7","Callery pear","Good"
"170185","40.71019233","-74.01722866","9","northern red oak","Good"
"170305","40.7094702","-74.01722384","7","Callery pear","Good"
"282784","40.707563","-74.01721919","9","ginkgo","Good"
"283769","40.70888287","-74.01721161","10","Japanese zelkova","Good"
"283469","40.70916731","-74.01720703","7","littleleaf linden","Good"
"170744","40.70506581","-74.01720264","14","Callery pear","Good"
"282886","40.70716122","-74.01719264","6","honeylocust","Good"
"170323","40.70907847","-74.01718751","4","Callery pear","Good"
"282885","40.70722234","-74.01718708","6","honeylocust","Good"
"283671","40.70856972","-74.01717704","10","Japanese zelkova","Good"
"170743","40.7051316","-74.01717702","11","Callery pear","Good"
"283768","40.70893947","-74.01716947","4","Japanese zelkova","Good"
"283655","40.70937415","-74.01716177","8","Callery pear","Good"
"283468","40.70915332","-74.01716155","6","littleleaf linden","Good"
"170742","40.70518423","-74.01715651","8","Callery pear","Good"
"283485","40.70846708","-74.01715264","11","Japanese zelkova","Good"
"170304","40.70945403","-74.01715264","10","Callery pear","Good"
"170186","40.71017346","-74.01714271","11","northern red oak","Good"
"283020","40.70822168","-74.01714143","10","Japanese zelkova","Good"
"170741","40.70525108","-74.01713048","12","Callery pear","Good"
"282525","40.70657708","-74.01712964","5","sawtooth oak","Good"
"283672","40.70858529","-74.01712698","11","honeylocust","Good"
"282652","40.70589348","-74.01712658","5","Callery pear","Good"
"170159","40.7103108","-74.01712625","10","northern red oak","Good"
"170740","40.70528476","-74.01711736","3","magnolia","Poor"
"282919","40.70760952","-74.01710843","11","willow oak","Good"
"282884","40.70728156","-74.01710444","5","honeylocust","Good"
"283674","40.70867976","-74.01709867","9","Japanese zelkova","Good"
"283467","40.70913379","-74.017098","5","littleleaf linden","Good"
"283673","40.70864176","-74.01708676","0",,
"283656","40.70935421","-74.01707549","11","Callery pear","Good"
"282526","40.70655368","-74.0170741","5","Callery pear","Fair"
"170736","40.70539634","-74.0170739","3",,
"283484","40.70843257","-74.01707303","14","Japanese zelkova","Good"
"170739","40.7053084","-74.01707241","9","Callery pear","Good"
"283019","40.7081926","-74.01707025","10","Japanese zelkova","Good"
"282920","40.70766587","-74.01706792","11","willow oak","Good"
"170738","40.70533472","-74.01706216","3",,
"170737","40.7053584","-74.01705294","9","Callery pear","Good"
"283675","40.70869823","-74.01704654","10","honeylocust","Good"
"170734","40.70546845","-74.01704581","3",,
"170303","40.70942922","-74.01704342","10","Callery pear","Good"
"170158","40.71029013","-74.01703498","9","northern red oak","Good"
"170735","40.70542472","-74.01702711","9","Callery pear","Good"
"282921","40.70772366","-74.01702637","10","willow oak","Good"
"170732","40.70552423","-74.01702408","2",,
"283677","40.70879415","-74.01701721","7","Japanese zelkova","Good"
"283676","40.70875469","-74.01700633","12","honeylocust","Good"
"170187","40.71014304","-74.01700408","10","northern red oak","Good"
"283686","40.7091704","-74.01700385","17","littleleaf linden","Good"
"170733","40.70549051","-74.01700148","13","Callery pear","Good"
"170730","40.70558318","-74.01700112","2","magnolia","Poor"
"283483","40.70839861","-74.01699468","11","Japanese zelkova","Good"
"283657","40.70933427","-74.0169892","12","Callery pear","Good"
"282922","40.70778","-74.01698586","9","willow oak","Good"
"282607","40.70594614","-74.01698254","7","Callery pear","Good"
"170731","40.70554367","-74.01698078","10","Callery pear","Good"
"283685","40.70921529","-74.01696895","10","littleleaf linden","Good"
"283678","40.70881261","-74.01696508","11","honeylocust","Good"
"282880","40.70732085","-74.01696286","5","ginkgo","Good"
"170729","40.70561104","-74.01695453","14","Callery pear","Good"
"283228","40.70755168","-74.01694923","12","willow oak","Good"
"282923","40.70783731","-74.01694466","9","willow oak","Good"
"283227","40.70750974","-74.01694073","10","honeylocust","Good"
"283680","40.70890901","-74.0169354","9","Japanese zelkova","Good"
"170302","40.7094041","-74.01693282","8","Callery pear","Good"
"283684","40.70926347","-74.01693148","5","littleleaf linden","Fair"
"283679","40.7088686","-74.01692521","10","honeylocust","Good"
"282527","40.70648776","-74.01691758","6","Callery pear","Good"
"282606","40.7061199","-74.01691519","7","Callery pear","Good"
"170691","40.70743199","-74.01690536","9","ginkgo","Poor"
"282924","40.70789366","-74.01690414","10","willow oak","Good"
"283229","40.70756823","-74.01689788","9","honeylocust","Good"
"283018","40.70811471","-74.01687957","13","Japanese zelkova","Good"
"282925","40.70795289","-74.01686156","13","willow oak","Good"
"170728","40.70586209","-74.01685675","15","Callery pear","Good"
"283231","40.70767922","-74.0168558","11","willow oak","Good"
"170726","40.70595792","-74.01685516","2","magnolia","Poor"
"170157","40.71024926","-74.01685452","11","northern red oak","Good"
"282895","40.70659388","-74.01684945","6","sawtooth oak","Good"
"170692","40.70740913","-74.01684944","8","ginkgo","Good"
"283230","40.70764926","-74.01683852","11","honeylocust","Good"
"170188","40.71010623","-74.01683634","9","northern red oak","Good"
"170727","40.70591472","-74.01683625","11","Callery pear","Fair"
"282605","40.7063284","-74.01683437","6","Callery pear","Good"
"170724","40.7060245","-74.01682922","2",,
"283232","40.70772286","-74.01682384","10","willow oak","Fair"
"170725","40.7059813","-74.01681031","8","Callery pear","Fair"
"170722","40.70608292","-74.01680647","3","magnolia","Poor"
"282879","40.70725349","-74.0168049","5","ginkgo","Good"
"284686","40.70945726","-74.01680048","11","littleleaf linden","Fair"
"283433","40.70909773","-74.01679857","7","littleleaf linden","Good"
"170693","40.70738548","-74.01679162","9","ginkgo","Good"
"283434","40.7090594","-74.01678863","13","honeylocust","Good"
"170723","40.70604656","-74.01678489","12","Callery pear","Good"
"283233","40.70777704","-74.01678415","8","willow oak","Fair"
"170366","40.7089526","-74.01678378","6","Callery pear","Good"
"170720","40.70614134","-74.01678371","2","magnolia","Poor"
"170156","40.71022984","-74.01676879","12","northern red oak","Good"
"170721","40.70610077","-74.01676378","11","Callery pear","Good"
"170718","40.70620739","-74.01675798","2","magnolia","Poor"
"283431","40.70915059","-74.01675731","7","littleleaf linden","Good"
"284685","40.70953725","-74.01675109","10","silver linden","Good"
"283432","40.70911085","-74.01674848","13","honeylocust","Good"
"529562","40.70515133","-74.01674525","6","honeylocust","Good"
"283235","40.70783026","-74.01674516","8","willow oak","Fair"
"170719","40.70616788","-74.01673764","13","Callery pear","Good"
"283482","40.70828694","-74.01673706","7","Japanese zelkova","Good"
"283234","40.70779023","-74.01673525","11","honeylocust","Good"
"170716","40.70626897","-74.016734","2",,
"529561","40.70521552","-74.01672019","7","honeylocust","Good"
"170189","40.71008067","-74.01671989","8","northern red oak","Good"
"284684","40.70959709","-74.01671556","11","Japanese zelkova","Good"
"170714","40.7063195","-74.01671432","2",,
"283429","40.70920581","-74.01671421","6","littleleaf linden","Good"
"170717","40.70623367","-74.01671201","14","Callery pear","Fair"
"283430","40.70916276","-74.01670796","13","honeylocust","Good"
"282952","40.70665224","-74.01670708","6","Callery pear","Good"
"283237","40.7078854","-74.01670476","7","willow oak","Good"
"172709","40.71537981","-74.01670438","9","Japanese zelkova","Good"
"283236","40.70784441","-74.01669556","10","honeylocust","Good"
"170367","40.70892406","-74.0166939","5","Callery pear","Good"
"529560","40.70528446","-74.01669328","5","honeylocust","Good"
"170715","40.70628683","-74.01669131","11","Callery pear","Fair"
"284683","40.70965652","-74.01668171","11","Japanese zelkova","Good"
"170155","40.7102087","-74.01667544","13","northern red oak","Good"
"170713","40.70633998","-74.0166706","13","Callery pear","Good"
"170190","40.71006972","-74.01666998","11","northern red oak","Good"
"529559","40.70534813","-74.01666842","5","honeylocust","Good"
"283428","40.70921563","-74.0166667","15","honeylocust","Good"
"172710","40.71563471","-74.01666646","4","willow oak","Good"
"283239","40.70794102","-74.01666402","4",,
"282953","40.7067706","-74.01666069","6","Callery pear","Good"
"283238","40.70790051","-74.01665446","4","honeylocust","Good"
"170712","40.70639262","-74.0166501","12","Callery pear","Fair"
"284682","40.70971715","-74.01664856","10","Japanese zelkova","Good"
"282878","40.70718668","-74.0166482","6","ginkgo","Good"
"278228","40.71402296","-74.0166466","12","littleleaf linden","Good"
"529558","40.70541286","-74.01664315","6","honeylocust","Good"
"170368","40.70890398","-74.01663066","6","Callery pear","Good"
"278237","40.71435203","-74.0166282","9","littleleaf linden","Good"
"172711","40.71571856","-74.01662541","5","willow oak","Good"
"284681","40.70977526","-74.01661803","8","Japanese zelkova","Good"
"170709","40.70656976","-74.01661684","3","magnolia","Fair"
"170191","40.71005755","-74.01661453","9","northern red oak","Good"
"283240","40.70795613","-74.01661372","12","honeylocust","Good"
"170711","40.70649051","-74.01661197","10","Callery pear","Good"
"172708","40.7153322","-74.01661178","9","Japanese zelkova","Good"
"282954","40.70689948","-74.01661019","6","Callery pear","Fair"
"529557","40.70550126","-74.01660864","7","honeylocust","Good"
"284680","40.70981279","-74.01659871","7","Japanese zelkova","Good"
"170710","40.70653709","-74.01659382","10","Callery pear","Fair"
"170154","40.71018865","-74.01658694","11","northern red oak","Good"
"170707","40.70665187","-74.01658485","2",,
"172712","40.71580819","-74.01658254","11","willow oak","Good"
"529556","40.70557125","-74.01658132","7","honeylocust","Good"
"284518","40.70942217","-74.01657955","10","Japanese zelkova","Good"
"284679","40.70986568","-74.01657456","9","Japanese zelkova","Good"
"170708","40.7066113","-74.01656492","12","Callery pear","Good"
"284517","40.7093832","-74.01656304","12","honeylocust","Good"
"278244","40.71554381","-74.01656243","6","willow oak","Good"
"172713","40.71586227","-74.01656205","13","willow oak","Good"
"170705","40.70671134","-74.01656169","2",,
"170369","40.708882","-74.01656142","5","Callery pear","Good"
"529555","40.70564966","-74.01655071","5","honeylocust","Good"
"284520","40.70948236","-74.01654808","9","Japanese zelkova","Good"
"278227","40.71415001","-74.01654776","11","littleleaf linden","Good"
"172714","40.71593131","-74.01654251","11","willow oak","Good"
"170706","40.70667762","-74.01653909","12","Callery pear","Good"
"284678","40.70994398","-74.01653882","13","Japanese zelkova","Good"
"170703","40.70677029","-74.01653873","3","magnolia","Poor"
"284519","40.70944467","-74.01653091","10","honeylocust","Good"
"172715","40.71599806","-74.01653017","11","willow oak","Good"
"529554","40.70570807","-74.0165279","7","honeylocust","Good"
"283304","40.7079708","-74.01652542","4","Japanese zelkova","Fair"
"172716","40.71606932","-74.01652512","13","willow oak","Good"
"172707","40.7152912","-74.01652128","8","Japanese zelkova","Good"
"170387","40.70931002","-74.01652113","6","Callery pear","Good"
"172717","40.71613733","-74.01651934","14","willow oak","Good"
"170704","40.70673025","-74.01651859","12","Callery pear","Good"
"172718","40.71621366","-74.01651667","5","willow oak","Good"
"172719","40.71627818","-74.01651659","11","willow oak","Good"
"172720","40.716347","-74.01651605","16","willow oak","Good"
"278226","40.71419253","-74.01651469","9","littleleaf linden","Good"
"172721","40.71641613","-74.01651311","11","willow oak","Good"
"170701","40.70683661","-74.01651289","2","magnolia","Poor"
"278243","40.71541395","-74.01651144","7","honeylocust","Good"
"278245","40.71563186","-74.0165099","6","willow oak","Good"
"172722","40.71648819","-74.01650497","11","willow oak","Good"
"529553","40.70578069","-74.01649956","6","honeylocust","Good"
"284521","40.70950739","-74.01649811","9","honeylocust","Good"
"172723","40.71654666","-74.01649769","12","willow oak","Good"
"170702","40.70679604","-74.01649296","12","Callery pear","Good"
"170699","40.70689608","-74.01648973","3","magnolia","Poor"
"278246","40.71568108","-74.01648723","7","willow oak","Fair"
"170370","40.70885832","-74.01648685","6","Callery pear","Good"
"172724","40.71661889","-74.01648371","5","willow oak","Good"
"284523","40.70960833","-74.01648216","10","Japanese zelkova","Good"
"278225","40.71424591","-74.01647316","9","littleleaf linden","Good"
"529552","40.7058533","-74.0164712","6","honeylocust","Good"
"170700","40.70686235","-74.01646713","13","Callery pear","Fair"
"172725","40.71668689","-74.01646705","5","willow oak","Good"
"170697","40.70695476","-74.01646687","3","magnolia","Poor"
"284522","40.70956961","-74.01646554","11","honeylocust","Good"
"278238","40.7145693","-74.01645909","9","littleleaf linden","Good"
"283305","40.70793884","-74.01645138","5","Japanese zelkova","Good"
"284525","40.7096736","-74.01644798","10","Japanese zelkova","Good"
"170698","40.70691393","-74.01644703","12","Callery pear","Good"
"529551","40.70591698","-74.01644635","6","honeylocust","Good"
"278247","40.71577018","-74.01644619","6","willow oak","Good"
"170386","40.70929364","-74.01644475","5","Callery pear","Good"
"172726","40.71677673","-74.01644344","14","willow oak","Good"
"170695","40.70702476","-74.0164396","3","magnolia","Fair"
"284524","40.70963029","-74.01643377","9","honeylocust","Good"
"285038","40.71027627","-74.01642366","6","American linden","Fair"
"170696","40.70698051","-74.0164211","15","Callery pear","Good"
"284527","40.70972675","-74.01642047","9","Japanese zelkova","Good"
"529550","40.70598328","-74.01642046","4","honeylocust","Good"
"170371","40.7088338","-74.01640963","6","Callery pear","Good"
"278239","40.71463307","-74.01640946","10","littleleaf linden","Good"
"283481","40.70814483","-74.01640923","7","Japanese zelkova","Fair"
"278248","40.71593443","-74.0164058","7","willow oak","Good"
"284526","40.70969013","-74.01640257","10","honeylocust","Good"
"529549","40.70604011","-74.01639828","7","honeylocust","Good"
"172727","40.71691031","-74.01639616","14","willow oak","Good"
"278249","40.7159899","-74.01639574","7","willow oak","Good"
"285039","40.71034722","-74.0163955","6","American linden","Good"
"170694","40.70704683","-74.01639527","15","Callery pear","Good"
"171313","40.70516464","-74.01639237","4","honeylocust","Good"
"284529","40.70978346","-74.01639117","10","Japanese zelkova","Good"
"172728","40.71695166","-74.01638153","12","willow oak","Good"
"278240","40.7146718","-74.01637932","9","littleleaf linden","Good"
"283306","40.70790743","-74.01637859","6","Japanese zelkova","Good"
"278250","40.71608669","-74.01637817","6","willow oak","Good"
"529548","40.70609642","-74.01637629","4","honeylocust","Good"
"284528","40.70974377","-74.01637486","10","honeylocust","Good"
"285040","40.71041737","-74.01636767","5","American linden","Poor"
"170385","40.70927703","-74.01636733","5","Callery pear","Good"
"171312","40.70523569","-74.0163647","3","honeylocust","Good"
"171314","40.70500184","-74.01636453","4","honeylocust","Good"
"172729","40.71702203","-74.0163551","9","willow oak","Good"
"278335","40.71641838","-74.01635472","8","willow oak","Good"
"529547","40.70615956","-74.01635164","7","honeylocust","Good"
"278336","40.71648665","-74.01634671","7","willow oak","Good"
"284530","40.70980252","-74.0163445","11","honeylocust","Good"
"285041","40.71048779","-74.01633972","6","American linden","Fair"
"283480","40.70811304","-74.01633589","7","Japanese zelkova","Good"
"278337","40.71657505","-74.01633521","6","willow oak","Good"
"172706","40.7152061","-74.01633345","9","Japanese zelkova","Good"
"284531","40.70989763","-74.01633135","9","Japanese zelkova","Good"
"278224","40.71443156","-74.01632873","10","littleleaf linden","Good"
"529546","40.70622113","-74.01632761","5","honeylocust","Good"
"171311","40.70533438","-74.01632627","2","common hackberry","Good"
"278338","40.71664304","-74.01632504","9","willow oak","Good"
"170372","40.70880526","-74.01631975","6","Callery pear","Good"
"172730","40.71710013","-74.01631448","15","willow oak","Good"
"278241","40.71475682","-74.01631314","12","littleleaf linden","Good"
"283307","40.707849","-74.01631267","10","Japanese zelkova","Good"
"278339","40.71671125","-74.01630609","8","willow oak","Good"
"171310","40.70540017","-74.01630065","3","honeylocust","Good"
"278340","40.71678","-74.016287","8","willow oak","Good"
"170384","40.70925946","-74.0162854","10","Callery pear","Good"
"284532","40.70991745","-74.01628395","11","honeylocust","Good"
"171309","40.7054728","-74.01627237","4","honeylocust","Good"
"278305","40.71629052","-74.01627213","9","honeylocust","Good"
"278223","40.71450478","-74.01627177","10","littleleaf linden","Good"
"278341","40.71684411","-74.01626787","8","willow oak","Good"
"170373","40.70878697","-74.01626216","7","Callery pear","Good"
"285042","40.71069853","-74.0162561","5","American linden","Fair"
"278342","40.71691175","-74.01624675","8","willow oak","Good"
"171308","40.70554333","-74.0162449","3","honeylocust","Good"
"172705","40.71516369","-74.01623985","8","Japanese zelkova","Good"
"278222","40.71455674","-74.01623134","7","littleleaf linden","Good"
"172731","40.71724313","-74.01622981","14","willow oak","Good"
"285043","40.71076842","-74.01622837","5","American linden","Fair"
"278265","40.71613222","-74.0162274","6","honeylocust","Good"
"278343","40.7169782","-74.01621671","9","swamp white oak","Good"
"170823","40.7048521","-74.01620437","4","Japanese zelkova","Good"
"170383","40.70924174","-74.01620278","6","Callery pear","Good"
"285707","40.71022488","-74.01620193","0",,
"285044","40.71083936","-74.01620022","4","American linden","Poor"
"278242","40.71527201","-74.01619513","7","honeylocust","Good"
"171756","40.70623405","-74.01619455","3","shingle oak","Good"
"284816","40.70996199","-74.01618547","8","northern red oak","Fair"
"172732","40.71730584","-74.01618535","8","willow oak","Good"
"278344","40.71704487","-74.01618475","8","willow oak","Good"
"171315","40.7049857","-74.01617509","5","honeylocust","Good"
"285704","40.71029325","-74.01617504","10","littleleaf linden","Fair"
"285045","40.71090978","-74.01617228","4",,
"171757","40.70633579","-74.01616783","4","shingle oak","Good"
"171307","40.70574649","-74.01616578","3","honeylocust","Good"
"285706","40.71023634","-74.01616166","5","littleleaf linden","Good"
"285705","40.71025001","-74.01615628","9","littleleaf linden","Good"
"278345","40.71710738","-74.01615134","7","willow oak","Good"
"285701","40.71036556","-74.0161466","9","littleleaf linden","Fair"
"284929","40.71009073","-74.01614648","9","northern red oak","Fair"
"285046","40.71097941","-74.01614465","4","littleleaf linden","Poor"
"172733","40.71736124","-74.01614408","11","willow oak","Good"
"285703","40.71028604","-74.01614211","6","littleleaf linden","Good"
"172704","40.71514169","-74.01613612","9","Japanese zelkova","Good"
"285702","40.71031549","-74.01613053","9","littleleaf linden","Fair"
"171306","40.70584149","-74.01612879","2","common hackberry","Good"
"285700","40.71043445","-74.0161195","9","littleleaf linden","Fair"
"278346","40.71717084","-74.01611702","7","willow oak","Good"
"170824","40.70485877","-74.01610485","5","Japanese zelkova","Good"
"284817","40.70994481","-74.01610339","7","northern red oak","Fair"
"172734","40.71741783","-74.01610193","11","willow oak","Good"
"285699","40.71050335","-74.0160924","7","littleleaf linden","Good"
"283479","40.7079373","-74.01608243","9","Japanese zelkova","Good"
"171305","40.70597465","-74.01607693","2","common hackberry","Good"
"278347","40.7172329","-74.01607563","6",,
"543596","40.70675295","-74.01606517","7","white oak","Fair"
"285698","40.71057329","-74.01606489","11","American linden","Good"
"284928","40.71007086","-74.01605867","12","northern red oak","Good"
"279135","40.7112018","-74.0160558","4","American linden","Good"
"170374","40.70877132","-74.01605113","10","Callery pear","Good"
"172735","40.71748738","-74.01604099","13","willow oak","Good"
"543597","40.7068142","-74.0160398","8","white oak","Fair"
"170382","40.70920629","-74.01603753","8","Callery pear","Good"
"285697","40.71064744","-74.01603572","5","littleleaf linden","Good"
"279134","40.71126747","-74.01602966","4","American linden","Good"
"284818","40.7099269","-74.01601784","7","northern red oak","Fair"
"283478","40.70791113","-74.01601737","10","Japanese zelkova","Good"
"279133","40.71132789","-74.01600561","6","littleleaf linden","Good"
"170825","40.70486562","-74.01600281","4","Japanese zelkova","Good"
"172736","40.71753364","-74.01599579","13","willow oak","Good"
"171303","40.70625869","-74.01599245","4","honeylocust","Good"
"543598","40.70693253","-74.0159908","7","white oak","Fair"
"170375","40.70881702","-74.01598674","8","Callery pear","Good"
"285696","40.71078628","-74.01598111","10","littleleaf linden","Fair"
"279132","40.71139356","-74.01597947","7","littleleaf linden","Good"
"171301","40.70634763","-74.01597181","5","honeylocust","Good"
"473485","40.71477727","-74.015971","5","Japanese zelkova","Good"
"543599","40.70698437","-74.01596934","6","white oak","Fair"
