stop_id,stop_sequence,stop_name,stop_lat,stop_lon,avg_headway_minutes,scheduled_departures_in_window,route_id,route_short_name,direction_id,trip_headsign,service_date,wait_source,has_shelter,shelter_distance_ft,shelter_source,has_nearby_seating,seating_distance_ft,bench_source,nearby_tree_count,nearby_tree_dbh_sum,tree_source,weather_point_lat,weather_point_lon,weather_metric_used,weather_metric_display,max_weather_value_f,heat_burden_score,weather_source,weather_source_label,weather_point_url,weather_updated_at,weather_refreshed_at,weather_horizon_hours,weather_summary,resolved_image_path,image_provider,image_source_url,image_attribution_url,image_author,image_license,image_capture_date,image_distance_m,image_fetch_status,image_available,image_path,visible_tree_ratio,open_sky_ratio,shelter_image_estimate,shelter_image_confidence,bench_image_estimate,bench_image_confidence,vision_method,vision_error,route_rank,corridor_name,corridor_id,shelter_present_effective,bench_present_effective,combined_tree_cover_score,no_shelter_value,no_bench_value,low_tree_cover_value,heat_burden_value,wait_burden_value,priority_score,normalized_priority_score,score_breakdown_json,top_contributors,recommended_intervention,recommended_action_summary,planner_note,planner_note_reason,planner_note_recommendation,planner_note_urgency,planner_note_source
402755,5,BOWERY/GRAND ST,40.718788,-73.994542,12.16,29,M103,M103,0,EAST HARLEM 125 ST via 3 AV,2026-04-24,MTA GTFS window 12:00:00-18:00:00,False,685.6,NYC DOT Bus Stop Shelters,False,76.2,NYC DOT Seating Locations,0,0.0,NYC Street Tree Census,40.725679,-73.991785,apparentTemperature,Feels-like temperature,63.0,0.0,"https://api.weather.gov/gridpoints/OKX/34,43",NWS / weather.gov,"https://api.weather.gov/points/40.725679,-73.991785",2026-04-24T11:02:02+00:00,2026-04-24T15:30:54.417957-04:00,8,Feels-like temperature forecast used for the next 8 hours,/home/rithwik_amajala/code4city/data/raw/stop_images/mapillary_402755.jpg,Mapillary,https://scontent-lga3-1.xx.fbcdn.net/m1/v/t6/An8E1eTNFrwMklwLHogxgYWGMLsfSFV0MnivEVbC2spLU7x0CYYPPJRSj3rjKFaKP7kb1a-7Fd4nHB-xAqG4TLqMmzMFIdOEGO09Wmd56TlNXMF3UnOspsJ6n6gz2Gnt9dWn-s-cok4CqEq9c3cO-w?stp=s1024x768&edm=ALXxkZ8EAAAA&_nc_gid=myKGi79hW0DIRLdgbcb8bw&_nc_oc=AdrGWovYXPz1SY4Z_6ep8ZI_eigDTeEYarfXp7fT9T_sC-fR0UXNI1HN1TeWuk25cJ8&ccb=10-5&oh=00_Af3RXZFXnmZRNCgjMcTruH5jwumYNNMzcGLR1A4LEX3MKw&oe=6A133713&_nc_sid=201bca,https://www.mapillary.com/app/?pKey=1167420488780120,jlin4529,Mapillary Terms of Use,2025-09-24,24.4,downloaded public image,True,/home/rithwik_amajala/code4city/data/raw/stop_images/mapillary_402755.jpg,0.022,0.382,False,0.303,False,0.1,OpenCV color-mask and edge-line heuristics,,5,New York City M103 direction 0,m103__dir_0,False,False,0.011,1.0,1.0,0.989,0.0,0.358,75.1,100.0,"{""no_shelter"": {""label"": ""no shelter"", ""value"": 1.0, ""weight"": 0.35, ""score"": 35.0}, ""low_tree_cover"": {""label"": ""low tree cover"", ""value"": 0.989, ""weight"": 0.25, ""score"": 24.73}, ""heat_burden"": {""label"": ""high heat burden"", ""value"": 0.0, ""weight"": 0.15, ""score"": 0.0}, ""wait_burden"": {""label"": ""long scheduled wait exposure"", ""value"": 0.358, ""weight"": 0.15, ""score"": 5.37}, ""no_bench"": {""label"": ""nearby seating gap"", ""value"": 1.0, ""weight"": 0.1, ""score"": 10.0}}","no shelter, low tree cover, nearby seating gap","Install a modular shade canopy, add seating, increase tree cover near the curb.",Shade canopy | Add seating | Increase tree cover,"This stop is a critical priority because it combines no shelter, low tree cover, and nearby seating gap. The most practical near-term intervention is to install a modular shade canopy, add seating, increase tree cover near the curb.","This stop is a critical priority because it combines no shelter, low tree cover, and nearby seating gap.","The most practical near-term intervention is to install a modular shade canopy, add seating, increase tree cover near the curb.",Critical,Deterministic fallback
405269,4,BOWERY/HESTER ST,40.717343,-73.9953,12.16,30,M103,M103,0,EAST HARLEM 125 ST via 3 AV,2026-04-24,MTA GTFS window 12:00:00-18:00:00,False,580.7,NYC DOT Bus Stop Shelters,False,329.3,NYC DOT Seating Locations,2,4.0,NYC Street Tree Census,40.725679,-73.991785,apparentTemperature,Feels-like temperature,63.0,0.0,"https://api.weather.gov/gridpoints/OKX/34,43",NWS / weather.gov,"https://api.weather.gov/points/40.725679,-73.991785",2026-04-24T11:02:02+00:00,2026-04-24T15:30:54.417957-04:00,8,Feels-like temperature forecast used for the next 8 hours,/home/rithwik_amajala/code4city/data/raw/stop_images/mapillary_405269.jpg,Mapillary,https://scontent-lga3-1.xx.fbcdn.net/m1/v/t6/An9VpQqQtgn7kjlT11oVbVXLFbhzqFlY5xX9E8oHh55xH0zOr0vGF2wFpWOSz6Tw7WxCor7b5so8H9m5ywAQuDvfoJl9mDWvDbGnHjRBObeS1mLe9XDJFiU2K997892fGk3o9IeRPSeKKeXkYjv4I00?stp=s1024x768&edm=ALXxkZ8EAAAA&_nc_gid=CT_sw2HeP9fc1BwxBbyrkg&_nc_oc=Adrme8JRkDtulSSR4rL6RBuPe4LNQePUlCZSgAT3oK9kvfbb9hNeaRPxIm2lIvdmrV4&ccb=10-5&oh=00_Af3yuY3uG8O2AAMo4ShPOopj0xxw5QbbicUK5HoU3I7nRg&oe=6A131B55&_nc_sid=201bca,https://www.mapillary.com/app/?pKey=3025237231090874,abf,Mapillary Terms of Use,2020-11-10,9.8,downloaded public image,True,/home/rithwik_amajala/code4city/data/raw/stop_images/mapillary_405269.jpg,0.019,0.336,False,0.255,False,0.0,OpenCV color-mask and edge-line heuristics,,4,New York City M103 direction 0,m103__dir_0,False,False,0.17616666666666667,1.0,1.0,0.8238333333333333,0.0,0.358,70.97,93.08,"{""no_shelter"": {""label"": ""no shelter"", ""value"": 1.0, ""weight"": 0.35, ""score"": 35.0}, ""low_tree_cover"": {""label"": ""low tree cover"", ""value"": 0.824, ""weight"": 0.25, ""score"": 20.6}, ""heat_burden"": {""label"": ""high heat burden"", ""value"": 0.0, ""weight"": 0.15, ""score"": 0.0}, ""wait_burden"": {""label"": ""long scheduled wait exposure"", ""value"": 0.358, ""weight"": 0.15, ""score"": 5.37}, ""no_bench"": {""label"": ""nearby seating gap"", ""value"": 1.0, ""weight"": 0.1, ""score"": 10.0}}","no shelter, low tree cover, nearby seating gap","Install a modular shade canopy, add seating, increase tree cover near the curb.",Shade canopy | Add seating | Increase tree cover,"This stop is a critical priority because it combines no shelter, low tree cover, and nearby seating gap. The most practical near-term intervention is to install a modular shade canopy, add seating, increase tree cover near the curb.","This stop is a critical priority because it combines no shelter, low tree cover, and nearby seating gap.","The most practical near-term intervention is to install a modular shade canopy, add seating, increase tree cover near the curb.",Critical,Deterministic fallback
404857,2,PARK ROW/SAINT JAMES PL,40.713374,-73.998679,12.15,30,M103,M103,0,EAST HARLEM 125 ST via 3 AV,2026-04-24,MTA GTFS window 12:00:00-18:00:00,False,341.0,NYC DOT Bus Stop Shelters,False,102.7,NYC DOT Seating Locations,2,20.0,NYC Street Tree Census,40.725679,-73.991785,apparentTemperature,Feels-like temperature,63.0,0.0,"https://api.weather.gov/gridpoints/OKX/34,43",NWS / weather.gov,"https://api.weather.gov/points/40.725679,-73.991785",2026-04-24T11:02:02+00:00,2026-04-24T15:30:54.417957-04:00,8,Feels-like temperature forecast used for the next 8 hours,/home/rithwik_amajala/code4city/data/raw/stop_images/mapillary_404857.jpg,Mapillary,https://scontent-lga3-1.xx.fbcdn.net/m1/v/t6/An_ixWeiXNQhJAxJQsxvtE_G1TrVE4AzBwCtV7Mu6flL6aYU4tqfEEFOTVsBzNwQmyfEi9IEgb0tir-buRsI5pXCOeZ0aqAfO1xy3UMEK3PmctW9Wh0ID186rAwBvWxfd7Q7wRNUROIudlgHIOkaCtE?stp=s1024x512&edm=ALXxkZ8EAAAA&_nc_gid=nDzw7JsMkel0v60s-NzL0Q&_nc_oc=AdrN3BTfN8UuqAdUhvwE9DEBooO50BHfF-7TIZEi5PL2rNidwufl0Zv6LgijZUKWSi4&ccb=10-5&oh=00_Af38HqKXVxcOPxnqRbtfkLWMffXmy1nMyLSVtXRCheQp-g&oe=6A135050&_nc_sid=201bca,https://www.mapillary.com/app/?pKey=2040835722982949,betanyc,Mapillary Terms of Use,2023-10-13,24.0,downloaded public image,True,/home/rithwik_amajala/code4city/data/raw/stop_images/mapillary_404857.jpg,0.024,0.812,False,0.344,True,1.0,OpenCV color-mask and edge-line heuristics,,2,New York City M103 direction 0,m103__dir_0,False,False,0.17866666666666667,1.0,1.0,0.8213333333333334,0.0,0.35750000000000004,70.89,92.95,"{""no_shelter"": {""label"": ""no shelter"", ""value"": 1.0, ""weight"": 0.35, ""score"": 35.0}, ""low_tree_cover"": {""label"": ""low tree cover"", ""value"": 0.821, ""weight"": 0.25, ""score"": 20.53}, ""heat_burden"": {""label"": ""high heat burden"", ""value"": 0.0, ""weight"": 0.15, ""score"": 0.0}, ""wait_burden"": {""label"": ""long scheduled wait exposure"", ""value"": 0.358, ""weight"": 0.15, ""score"": 5.36}, ""no_bench"": {""label"": ""nearby seating gap"", ""value"": 1.0, ""weight"": 0.1, ""score"": 10.0}}","no shelter, low tree cover, nearby seating gap","Install a modular shade canopy, add seating, increase tree cover near the curb.",Shade canopy | Add seating | Increase tree cover,"This stop is a critical priority because it combines no shelter, low tree cover, and nearby seating gap. The most practical near-term intervention is to install a modular shade canopy, add seating, increase tree cover near the curb.","This stop is a critical priority because it combines no shelter, low tree cover, and nearby seating gap.","The most practical near-term intervention is to install a modular shade canopy, add seating, increase tree cover near the curb.",Critical,Deterministic fallback
405477,6,BOWERY/SPRING ST,40.720859,-73.993749,12.17,29,M103,M103,0,EAST HARLEM 125 ST via 3 AV,2026-04-24,MTA GTFS window 12:00:00-18:00:00,False,101.5,NYC DOT Bus Stop Shelters,False,318.1,NYC DOT Seating Locations,2,34.0,NYC Street Tree Census,40.725679,-73.991785,apparentTemperature,Feels-like temperature,63.0,0.0,"https://api.weather.gov/gridpoints/OKX/34,43",NWS / weather.gov,"https://api.weather.gov/points/40.725679,-73.991785",2026-04-24T11:02:02+00:00,2026-04-24T15:30:54.417957-04:00,8,Feels-like temperature forecast used for the next 8 hours,/home/rithwik_amajala/code4city/data/raw/stop_images/mapillary_405477.jpg,Mapillary,https://scontent-lga3-1.xx.fbcdn.net/m1/v/t6/An9pDAg0g8NUh8pd4T3PZqZbpUXRWPqBLIia5wtBOovQwCHwNZfsdToyo2jZr1Dydw8saFjk06d0YYJ76NnoRg7zKvf0YvpPqNZnu_4zBr_eEg90G-WqIDMM7YsvXuJu7IoC9eYlf0lCFt3FXP_PrPk?stp=s1024x512&edm=ALXxkZ8EAAAA&_nc_gid=UoJLN71z3R8yOIUcbqwEjA&_nc_oc=AdrNzg-wVkfcsChk4ClUrM1UjcF53allrGogVuzpZHWau9bBcMWvXeUmztNlNRcwqeE&ccb=10-5&oh=00_Af0d5FpfkziNVLN2dWDIJKIYfO0nryCLaAnit5Ef9bEUbw&oe=6A134EAE&_nc_sid=201bca,https://www.mapillary.com/app/?pKey=1277318693072865,BetaNYC_Noel,Mapillary Terms of Use,2024-05-31,30.3,downloaded public image,True,/home/rithwik_amajala/code4city/data/raw/stop_images/mapillary_405477.jpg,0.06,0.703,True,1.0,True,1.0,OpenCV color-mask and edge-line heuristics,,6,New York City M103 direction 0,m103__dir_0,False,False,0.19666666666666666,1.0,1.0,0.8033333333333333,0.0,0.3585,70.46,92.23,"{""no_shelter"": {""label"": ""no shelter"", ""value"": 1.0, ""weight"": 0.35, ""score"": 35.0}, ""low_tree_cover"": {""label"": ""low tree cover"", ""value"": 0.803, ""weight"": 0.25, ""score"": 20.08}, ""heat_burden"": {""label"": ""high heat burden"", ""value"": 0.0, ""weight"": 0.15, ""score"": 0.0}, ""wait_burden"": {""label"": ""long scheduled wait exposure"", ""value"": 0.358, ""weight"": 0.15, ""score"": 5.38}, ""no_bench"": {""label"": ""nearby seating gap"", ""value"": 1.0, ""weight"": 0.1, ""score"": 10.0}}","no shelter, low tree cover, nearby seating gap","Install a modular shade canopy, add seating, increase tree cover near the curb.",Shade canopy | Add seating | Increase tree cover,"This stop is a critical priority because it combines no shelter, low tree cover, and nearby seating gap. The most practical near-term intervention is to install a modular shade canopy, add seating, increase tree cover near the curb.","This stop is a critical priority because it combines no shelter, low tree cover, and nearby seating gap.","The most practical near-term intervention is to install a modular shade canopy, add seating, increase tree cover near the curb.",Critical,Deterministic fallback
403639,1,PARK ROW/BEEKMAN ST,40.711591,-74.007131,12.14,29,M103,M103,0,EAST HARLEM 125 ST via 3 AV,2026-04-24,MTA GTFS window 12:00:00-18:00:00,False,133.4,NYC DOT Bus Stop Shelters,False,477.6,NYC DOT Seating Locations,2,6.0,NYC Street Tree Census,40.725679,-73.991785,apparentTemperature,Feels-like temperature,63.0,0.0,"https://api.weather.gov/gridpoints/OKX/34,43",NWS / weather.gov,"https://api.weather.gov/points/40.725679,-73.991785",2026-04-24T11:02:02+00:00,2026-04-24T15:30:54.417957-04:00,8,Feels-like temperature forecast used for the next 8 hours,,,,,,,,,no nearby public image found,False,,,,,,,,,image unavailable,1,New York City M103 direction 0,m103__dir_0,False,False,0.3333333333333333,1.0,1.0,0.6666666666666667,0.0,0.35700000000000004,67.03,86.49,"{""no_shelter"": {""label"": ""no shelter"", ""value"": 1.0, ""weight"": 0.35, ""score"": 35.0}, ""low_tree_cover"": {""label"": ""low tree cover"", ""value"": 0.667, ""weight"": 0.25, ""score"": 16.67}, ""heat_burden"": {""label"": ""high heat burden"", ""value"": 0.0, ""weight"": 0.15, ""score"": 0.0}, ""wait_burden"": {""label"": ""long scheduled wait exposure"", ""value"": 0.357, ""weight"": 0.15, ""score"": 5.36}, ""no_bench"": {""label"": ""nearby seating gap"", ""value"": 1.0, ""weight"": 0.1, ""score"": 10.0}}","no shelter, low tree cover, nearby seating gap","Install a modular shade canopy, add seating, increase tree cover near the curb.",Shade canopy | Add seating | Increase tree cover,"This stop is a critical priority because it combines no shelter, low tree cover, and nearby seating gap. The most practical near-term intervention is to install a modular shade canopy, add seating, increase tree cover near the curb.","This stop is a critical priority because it combines no shelter, low tree cover, and nearby seating gap.","The most practical near-term intervention is to install a modular shade canopy, add seating, increase tree cover near the curb.",Critical,Deterministic fallback
405650,15,3 AV/E 24 ST,40.739601,-73.98251,12.21,30,M103,M103,0,EAST HARLEM 125 ST via 3 AV,2026-04-24,MTA GTFS window 12:00:00-18:00:00,False,257.1,NYC DOT Bus Stop Shelters,False,282.1,NYC DOT Seating Locations,4,48.0,NYC Street Tree Census,40.725679,-73.991785,apparentTemperature,Feels-like temperature,63.0,0.0,"https://api.weather.gov/gridpoints/OKX/34,43",NWS / weather.gov,"https://api.weather.gov/points/40.725679,-73.991785",2026-04-24T11:02:02+00:00,2026-04-24T15:30:54.417957-04:00,8,Feels-like temperature forecast used for the next 8 hours,/home/rithwik_amajala/code4city/data/raw/stop_images/mapillary_405650.jpg,Mapillary,https://scontent-lga3-1.xx.fbcdn.net/m1/v/t6/An-vyCaln3Dr-oY2pK5jhVQChBLCGugEqeRlwBO7mMRU2taBSOPUa82S7OAFzBpb8mMC82hEnX8prgWPqVKOayBD-QL66odRMgkLRKEVKndLcbzZZ2cblFWlljHh60SdPjdlI6e04Bw1C9lVOzIijbs?stp=s1024x768&edm=ALXxkZ8EAAAA&_nc_gid=JX0PVtfjgAYsEaKrGcCpYg&_nc_oc=AdqBXzNlXclFneEBzMJWZJXuIcirmPgiMqnOy1hFlMf4zs4WdkhrfbqiAwqKu8w0hfo&ccb=10-5&oh=00_Af3AfRgX8UIfrcb_Hm3gYwCy2s999W5TT2P0gm6NmeObUg&oe=6A134EE9&_nc_sid=201bca,https://www.mapillary.com/app/?pKey=1078453014486961,jlin4529,Mapillary Terms of Use,2025-09-25,30.9,downloaded public image,True,/home/rithwik_amajala/code4city/data/raw/stop_images/mapillary_405650.jpg,0.035,0.227,False,0.235,False,0.0,OpenCV color-mask and edge-line heuristics,,15,New York City M103 direction 0,m103__dir_0,False,False,0.35083333333333333,1.0,1.0,0.6491666666666667,0.0,0.36050000000000004,66.64,85.83,"{""no_shelter"": {""label"": ""no shelter"", ""value"": 1.0, ""weight"": 0.35, ""score"": 35.0}, ""low_tree_cover"": {""label"": ""low tree cover"", ""value"": 0.649, ""weight"": 0.25, ""score"": 16.23}, ""heat_burden"": {""label"": ""high heat burden"", ""value"": 0.0, ""weight"": 0.15, ""score"": 0.0}, ""wait_burden"": {""label"": ""long scheduled wait exposure"", ""value"": 0.361, ""weight"": 0.15, ""score"": 5.41}, ""no_bench"": {""label"": ""nearby seating gap"", ""value"": 1.0, ""weight"": 0.1, ""score"": 10.0}}","no shelter, low tree cover, nearby seating gap","Install a modular shade canopy, add seating.",Shade canopy | Add seating,"This stop is a critical priority because it combines no shelter, low tree cover, and nearby seating gap. The most practical near-term intervention is to install a modular shade canopy, add seating.","This stop is a critical priority because it combines no shelter, low tree cover, and nearby seating gap.","The most practical near-term intervention is to install a modular shade canopy, add seating.",Critical,Deterministic fallback
402666,9,COOPER SQ/E 6 ST,40.728395,-73.990611,12.17,30,M103,M103,0,EAST HARLEM 125 ST via 3 AV,2026-04-24,MTA GTFS window 12:00:00-18:00:00,False,527.8,NYC DOT Bus Stop Shelters,True,34.4,NYC DOT Seating Locations,0,0.0,NYC Street Tree Census,40.725679,-73.991785,apparentTemperature,Feels-like temperature,63.0,0.0,"https://api.weather.gov/gridpoints/OKX/34,43",NWS / weather.gov,"https://api.weather.gov/points/40.725679,-73.991785",2026-04-24T11:02:02+00:00,2026-04-24T15:30:54.417957-04:00,8,Feels-like temperature forecast used for the next 8 hours,/home/rithwik_amajala/code4city/data/raw/stop_images/mapillary_402666.jpg,Mapillary,https://scontent-lga3-1.xx.fbcdn.net/m1/v/t6/An8fqOP9lCedpwHdlbcMTMSOx6-BoVWDhtJ5b78toxy74jxnj-y_SLLjbORcEsdwhW2Tuq2ihlVYK4zBmgWrztBaD0ZG3bdog0xxBBn-WBDxQuJAC679i6JE8nqb0GzxQ413BBqo2AV5roiIkvQEJg?stp=s1024x768&edm=ALXxkZ8EAAAA&_nc_gid=rZgxWYwu0K-bKQXNoYfziw&_nc_oc=AdqFctxDPg25_pfjk2nSl5khz4-Hi1N9IhJxsSAggVJh9BCobbTgG2DomSa8jqlIkhA&ccb=10-5&oh=00_Af2f3B7MSSf47fvYuBjv3u2f_eB9i5AVQZYmQaqfUa-7Kw&oe=6A132437&_nc_sid=201bca,https://www.mapillary.com/app/?pKey=827054271236394,smeginald,Mapillary Terms of Use,2020-05-09,25.9,downloaded public image,True,/home/rithwik_amajala/code4city/data/raw/stop_images/mapillary_402666.jpg,0.053,0.668,False,0.037,False,0.0,OpenCV color-mask and edge-line heuristics,,9,New York City M103 direction 0,m103__dir_0,False,True,0.0265,1.0,0.0,0.9735,0.0,0.3585,64.72,82.62,"{""no_shelter"": {""label"": ""no shelter"", ""value"": 1.0, ""weight"": 0.35, ""score"": 35.0}, ""low_tree_cover"": {""label"": ""low tree cover"", ""value"": 0.974, ""weight"": 0.25, ""score"": 24.34}, ""heat_burden"": {""label"": ""high heat burden"", ""value"": 0.0, ""weight"": 0.15, ""score"": 0.0}, ""wait_burden"": {""label"": ""long scheduled wait exposure"", ""value"": 0.358, ""weight"": 0.15, ""score"": 5.38}, ""no_bench"": {""label"": ""nearby seating gap"", ""value"": 0.0, ""weight"": 0.1, ""score"": 0.0}}","no shelter, low tree cover, long scheduled wait exposure","Install a modular shade canopy, increase tree cover near the curb.",Shade canopy | Increase tree cover,"This stop is a high priority because it combines no shelter, low tree cover, and long scheduled wait exposure. The most practical near-term intervention is to install a modular shade canopy, increase tree cover near the curb.","This stop is a high priority because it combines no shelter, low tree cover, and long scheduled wait exposure.","The most practical near-term intervention is to install a modular shade canopy, increase tree cover near the curb.",High,Deterministic fallback
405561,7,BOWERY/E HOUSTON ST,40.724412,-73.992372,12.17,30,M103,M103,0,EAST HARLEM 125 ST via 3 AV,2026-04-24,MTA GTFS window 12:00:00-18:00:00,False,289.3,NYC DOT Bus Stop Shelters,False,210.0,NYC DOT Seating Locations,3,49.0,NYC Street Tree Census,40.725679,-73.991785,apparentTemperature,Feels-like temperature,63.0,0.0,"https://api.weather.gov/gridpoints/OKX/34,43",NWS / weather.gov,"https://api.weather.gov/points/40.725679,-73.991785",2026-04-24T11:02:02+00:00,2026-04-24T15:30:54.417957-04:00,8,Feels-like temperature forecast used for the next 8 hours,,,,,,,,,no nearby public image found,False,,,,,,,,,image unavailable,7,New York City M103 direction 0,m103__dir_0,False,False,0.5,1.0,1.0,0.5,0.0,0.3585,62.88,79.54,"{""no_shelter"": {""label"": ""no shelter"", ""value"": 1.0, ""weight"": 0.35, ""score"": 35.0}, ""low_tree_cover"": {""label"": ""low tree cover"", ""value"": 0.5, ""weight"": 0.25, ""score"": 12.5}, ""heat_burden"": {""label"": ""high heat burden"", ""value"": 0.0, ""weight"": 0.15, ""score"": 0.0}, ""wait_burden"": {""label"": ""long scheduled wait exposure"", ""value"": 0.358, ""weight"": 0.15, ""score"": 5.38}, ""no_bench"": {""label"": ""nearby seating gap"", ""value"": 1.0, ""weight"": 0.1, ""score"": 10.0}}","no shelter, low tree cover, nearby seating gap","Install a modular shade canopy, add seating.",Shade canopy | Add seating,"This stop is a high priority because it combines no shelter, low tree cover, and nearby seating gap. The most practical near-term intervention is to install a modular shade canopy, add seating.","This stop is a high priority because it combines no shelter, low tree cover, and nearby seating gap.","The most practical near-term intervention is to install a modular shade canopy, add seating.",High,Deterministic fallback
402753,3,BOWERY/BAYARD ST,40.715391,-73.996465,12.15,30,M103,M103,0,EAST HARLEM 125 ST via 3 AV,2026-04-24,MTA GTFS window 12:00:00-18:00:00,False,93.5,NYC DOT Bus Stop Shelters,False,194.1,NYC DOT Seating Locations,25,137.0,NYC Street Tree Census,40.725679,-73.991785,apparentTemperature,Feels-like temperature,63.0,0.0,"https://api.weather.gov/gridpoints/OKX/34,43",NWS / weather.gov,"https://api.weather.gov/points/40.725679,-73.991785",2026-04-24T11:02:02+00:00,2026-04-24T15:30:54.417957-04:00,8,Feels-like temperature forecast used for the next 8 hours,/home/rithwik_amajala/code4city/data/raw/stop_images/mapillary_402753.jpg,Mapillary,https://scontent-lga3-1.xx.fbcdn.net/m1/v/t6/An-1BgTUj9btibUdEqEfA00ftWlJAj13yekoh7b3rjo3VphV36I3Url5lTJv7qhMcXc7UyIxP9E2_BHw0mdtHBgBM1uKYLilKDFDV0o-zrWWNyPRnQWRQ2a0FcHMc9pMq4xVt_E3IXNPiJuU8WVBUA?stp=s1024x512&edm=ALXxkZ8EAAAA&_nc_gid=4ky1a4GNRy4hjMYVXtu2IA&_nc_oc=Adr6XEsZCTb3mggPAmUIH1OUVrIW496CZWCIspmeAxapzQBJDMpzIho693ydtqknWoU&ccb=10-5&oh=00_Af2Er0_PIlLLCfXhlN6a7rHfXgP9uEoQLCTB04LDOvY26A&oe=6A131D4A&_nc_sid=201bca,https://www.mapillary.com/app/?pKey=1459161862615380,jlin4529,Mapillary Terms of Use,2026-02-15,17.0,downloaded public image,True,/home/rithwik_amajala/code4city/data/raw/stop_images/mapillary_402753.jpg,0.01,0.741,False,0.004,True,0.9,OpenCV color-mask and edge-line heuristics,,3,New York City M103 direction 0,m103__dir_0,False,False,0.505,1.0,1.0,0.495,0.0,0.35750000000000004,62.74,79.3,"{""no_shelter"": {""label"": ""no shelter"", ""value"": 1.0, ""weight"": 0.35, ""score"": 35.0}, ""low_tree_cover"": {""label"": ""low tree cover"", ""value"": 0.495, ""weight"": 0.25, ""score"": 12.38}, ""heat_burden"": {""label"": ""high heat burden"", ""value"": 0.0, ""weight"": 0.15, ""score"": 0.0}, ""wait_burden"": {""label"": ""long scheduled wait exposure"", ""value"": 0.358, ""weight"": 0.15, ""score"": 5.36}, ""no_bench"": {""label"": ""nearby seating gap"", ""value"": 1.0, ""weight"": 0.1, ""score"": 10.0}}","no shelter, low tree cover, nearby seating gap","Install a modular shade canopy, add seating.",Shade canopy | Add seating,"This stop is a high priority because it combines no shelter, low tree cover, and nearby seating gap. The most practical near-term intervention is to install a modular shade canopy, add seating.","This stop is a high priority because it combines no shelter, low tree cover, and nearby seating gap.","The most practical near-term intervention is to install a modular shade canopy, add seating.",High,Deterministic fallback
402762,8,BOWERY/E 3 ST,40.726723,-73.991525,12.17,30,M103,M103,0,EAST HARLEM 125 ST via 3 AV,2026-04-24,MTA GTFS window 12:00:00-18:00:00,False,741.9,NYC DOT Bus Stop Shelters,True,56.5,NYC DOT Seating Locations,3,51.0,NYC Street Tree Census,40.725679,-73.991785,apparentTemperature,Feels-like temperature,63.0,0.0,"https://api.weather.gov/gridpoints/OKX/34,43",NWS / weather.gov,"https://api.weather.gov/points/40.725679,-73.991785",2026-04-24T11:02:02+00:00,2026-04-24T15:30:54.417957-04:00,8,Feels-like temperature forecast used for the next 8 hours,/home/rithwik_amajala/code4city/data/raw/stop_images/mapillary_402762.jpg,Mapillary,https://scontent-lga3-1.xx.fbcdn.net/m1/v/t6/An_NZZ4Ou6-sye011wbBBke4Oukl_ZcPoikJMJda3HpeIob-afEqlWqhinGuovc3lBZiT8e6M87mptOpvlyrBDKFkhWiEOe975BuMvpYIbdcuelvURcLO9eBfIOEgwbRFmvxYdWlSNjm3OboXdVBxg?stp=s1024x576&edm=ALXxkZ8EAAAA&_nc_gid=PXfdBHlTtiqfiBaDdhXkkg&_nc_oc=AdpQt3FZzZByqDb5-TriiJPfHbQwKgd6ZS6npjnluWqrUuSvpqGr1yvEbnGKxsvMJbc&ccb=10-5&oh=00_Af1N-QYYAI8MMRuGYwGAah0LP-xsyL_qZBH8ItAUajbkZw&oe=6A1320F1&_nc_sid=201bca,https://www.mapillary.com/app/?pKey=1212513222529851,lvl5,Mapillary Terms of Use,2018-08-16,35.0,downloaded public image,True,/home/rithwik_amajala/code4city/data/raw/stop_images/mapillary_402762.jpg,0.017,0.8,False,0.0,False,0.1,OpenCV color-mask and edge-line heuristics,,8,New York City M103 direction 0,m103__dir_0,False,True,0.2585,1.0,0.0,0.7415,0.0,0.3585,58.92,72.91,"{""no_shelter"": {""label"": ""no shelter"", ""value"": 1.0, ""weight"": 0.35, ""score"": 35.0}, ""low_tree_cover"": {""label"": ""low tree cover"", ""value"": 0.742, ""weight"": 0.25, ""score"": 18.54}, ""heat_burden"": {""label"": ""high heat burden"", ""value"": 0.0, ""weight"": 0.15, ""score"": 0.0}, ""wait_burden"": {""label"": ""long scheduled wait exposure"", ""value"": 0.358, ""weight"": 0.15, ""score"": 5.38}, ""no_bench"": {""label"": ""nearby seating gap"", ""value"": 0.0, ""weight"": 0.1, ""score"": 0.0}}","no shelter, low tree cover, long scheduled wait exposure","Install a modular shade canopy, increase tree cover near the curb.",Shade canopy | Increase tree cover,"This stop is a high priority because it combines no shelter, low tree cover, and long scheduled wait exposure. The most practical near-term intervention is to install a modular shade canopy, increase tree cover near the curb.","This stop is a high priority because it combines no shelter, low tree cover, and long scheduled wait exposure.","The most practical near-term intervention is to install a modular shade canopy, increase tree cover near the curb.",High,Deterministic fallback
